mscoco/COCO_val2014_000000562243_0.jpg,"['disconnection', 'doubt/confusion']"
mscoco/COCO_train2014_000000288841_0.jpg,['anticipation']
mscoco/COCO_val2014_000000558171_0.jpg,"['engagement', 'excitement', 'happiness']"
mscoco/COCO_train2014_000000369575_0.jpg,"['aversion', 'pleasure']"
mscoco/COCO_train2014_000000213009_0.jpg,"['confidence', 'excitement']"
mscoco/COCO_train2014_000000462955_0.jpg,"['anticipation', 'engagement', 'peace']"
mscoco/COCO_val2014_000000168683_0.jpg,"['anticipation', 'engagement']"
mscoco/COCO_train2014_000000186198_0.jpg,"['anticipation', 'peace']"
mscoco/COCO_train2014_000000006590_0.jpg,['engagement']
mscoco/COCO_train2014_000000144608_0.jpg,"['fatigue', 'happiness']"
emodb_small/ebpsbjqzfhd7efh00i_0.jpg,"['pain', 'sadness', 'sensitivity', 'suffering']"
emodb_small/ebpsbjqzfhd7efh00i_1.jpg,"['sadness', 'suffering', 'sympathy']"
emodb_small/ebpsbjqzfhd7efh00i_2.jpg,"['fear', 'sadness', 'suffering']"
mscoco/COCO_val2014_000000547457_0.jpg,"['anticipation', 'engagement', 'excitement', 'happiness']"
mscoco/COCO_val2014_000000122997_0.jpg,['engagement']
mscoco/COCO_val2014_000000122997_1.jpg,"['disconnection', 'engagement', 'peace']"
framesdb/frame_k245twaqc30i5imc_0.jpg,['engagement']
framesdb/frame_dkwhvgj0m40g01gs_0.jpg,['happiness']
mscoco/COCO_train2014_000000179164_0.jpg,['yearning']
mscoco/COCO_val2014_000000121006_0.jpg,"['confidence', 'happiness']"
framesdb/frame_fjgek3oeqc8r0e3o_0.jpg,['engagement']
mscoco/COCO_train2014_000000140322_0.jpg,['happiness']
mscoco/COCO_train2014_000000140322_1.jpg,"['anticipation', 'engagement', 'happiness']"
mscoco/COCO_train2014_000000497759_0.jpg,['disquietment']
mscoco/COCO_train2014_000000001966_0.jpg,"['anticipation', 'confidence', 'engagement']"
mscoco/COCO_train2014_000000326320_0.jpg,['yearning']
framesdb/frame_kuxvwgw2wheq7szc_0.jpg,"['anticipation', 'disquietment', 'engagement']"
framesdb/frame_95x221h7yj814qxc_0.jpg,['engagement']
framesdb/frame_95x221h7yj814qxc_1.jpg,['disconnection']
mscoco/COCO_train2014_000000253959_0.jpg,"['happiness', 'peace']"
mscoco/COCO_train2014_000000022683_0.jpg,['disconnection']
mscoco/COCO_train2014_000000094268_0.jpg,['engagement']
mscoco/COCO_train2014_000000094268_1.jpg,"['confidence', 'engagement', 'happiness']"
mscoco/COCO_val2014_000000231589_0.jpg,"['engagement', 'excitement', 'happiness']"
mscoco/COCO_train2014_000000423647_0.jpg,"['confidence', 'excitement']"
mscoco/COCO_train2014_000000411109_0.jpg,"['anticipation', 'engagement', 'esteem']"
mscoco/COCO_train2014_000000411109_1.jpg,['anticipation']
mscoco/COCO_val2014_000000461715_0.jpg,"['engagement', 'peace']"
mscoco/COCO_train2014_000000055276_0.jpg,['engagement']
mscoco/COCO_train2014_000000055276_1.jpg,['happiness']
mscoco/COCO_val2014_000000568202_0.jpg,"['engagement', 'happiness']"
framesdb/frame_erwzk3npaleubsqm_0.jpg,['engagement']
framesdb/frame_erwzk3npaleubsqm_1.jpg,['annoyance']
framesdb/frame_erwzk3npaleubsqm_2.jpg,['engagement']
mscoco/COCO_train2014_000000088609_0.jpg,['happiness']
mscoco/COCO_val2014_000000054277_0.jpg,"['anticipation', 'engagement', 'excitement']"
mscoco/COCO_train2014_000000549216_0.jpg,['engagement']
mscoco/COCO_train2014_000000551481_0.jpg,"['engagement', 'excitement']"
mscoco/COCO_train2014_000000528657_0.jpg,['engagement']
framesdb/frame_b1v3bzyq8s4ucvy1_0.jpg,"['anticipation', 'engagement', 'happiness']"
framesdb/frame_b1v3bzyq8s4ucvy1_1.jpg,"['anticipation', 'engagement', 'happiness']"
framesdb/frame_b1v3bzyq8s4ucvy1_2.jpg,['engagement']
mscoco/COCO_train2014_000000552054_0.jpg,['engagement']
mscoco/COCO_train2014_000000379034_0.jpg,"['anticipation', 'engagement', 'esteem']"
mscoco/COCO_train2014_000000390644_0.jpg,['anticipation']
mscoco/COCO_val2014_000000107239_0.jpg,"['affection', 'anticipation', 'engagement', 'excitement', 'happiness', 'pleasure']"
mscoco/COCO_train2014_000000322698_0.jpg,['anticipation']
mscoco/COCO_val2014_000000508538_0.jpg,['disconnection']
mscoco/COCO_train2014_000000563727_0.jpg,['engagement']
mscoco/COCO_val2014_000000182785_0.jpg,['engagement']
emodb_small/gs84txnh5el02zkbp9_0.jpg,"['anger', 'aversion', 'disapproval']"
mscoco/COCO_train2014_000000408190_0.jpg,['anticipation']
framesdb/frame_aztc78d4kjclxv9e_0.jpg,"['anticipation', 'engagement', 'happiness']"
framesdb/frame_aztc78d4kjclxv9e_1.jpg,"['anticipation', 'engagement']"
framesdb/frame_aztc78d4kjclxv9e_2.jpg,['engagement']
framesdb/frame_7nseu023ccmqaj3p_0.jpg,"['affection', 'happiness', 'peace']"
framesdb/frame_7nseu023ccmqaj3p_1.jpg,"['happiness', 'peace', 'pleasure']"
framesdb/frame_7nseu023ccmqaj3p_2.jpg,"['engagement', 'happiness', 'peace']"
framesdb/frame_7nseu023ccmqaj3p_3.jpg,['peace']
mscoco/COCO_train2014_000000432683_0.jpg,['confidence']
mscoco/COCO_train2014_000000233526_0.jpg,['yearning']
mscoco/COCO_train2014_000000137029_0.jpg,['excitement']
mscoco/COCO_train2014_000000274108_0.jpg,['sensitivity']
mscoco/COCO_train2014_000000149755_0.jpg,"['happiness', 'peace']"
mscoco/COCO_train2014_000000159225_0.jpg,['yearning']
mscoco/COCO_train2014_000000298949_0.jpg,"['anticipation', 'engagement']"
framesdb/frame_j44zhny87dief9zp_0.jpg,['happiness']
framesdb/frame_j44zhny87dief9zp_1.jpg,"['engagement', 'peace']"
framesdb/frame_j44zhny87dief9zp_2.jpg,"['engagement', 'peace']"
framesdb/frame_kpokdxsxymvz4qk3_0.jpg,['engagement']
mscoco/COCO_train2014_000000524651_0.jpg,['happiness']
framesdb/frame_08cmg83x4uc6vay4_0.jpg,['engagement']
framesdb/frame_08cmg83x4uc6vay4_1.jpg,['engagement']
framesdb/frame_08cmg83x4uc6vay4_2.jpg,"['confidence', 'engagement']"
framesdb/frame_3jwi6nrvfphi4lp6_0.jpg,['engagement']
framesdb/frame_3jwi6nrvfphi4lp6_1.jpg,"['confidence', 'esteem', 'happiness', 'pleasure']"
framesdb/frame_3jwi6nrvfphi4lp6_2.jpg,['engagement']
framesdb/frame_3jwi6nrvfphi4lp6_3.jpg,['disquietment']
framesdb/frame_3jwi6nrvfphi4lp6_4.jpg,['engagement']
mscoco/COCO_train2014_000000053608_0.jpg,['engagement']
mscoco/COCO_train2014_000000274642_0.jpg,['sensitivity']
framesdb/frame_hzo04gqf487tm689_0.jpg,['engagement']
framesdb/frame_hzo04gqf487tm689_1.jpg,"['confidence', 'excitement', 'happiness']"
